time,station_id,longitude,latitude,PM25_Concentration,weather,temperature,humidity,wind_speed,wind_direction,filled,delta_t
2015-03-01 00:00:00,1003,116.184239,39.914409,21.0,14.0,4.0,17.0,8.5,24.0,False,1
2015-03-01 00:00:00,1005,116.136045,39.742767,25.0,1.0,2.0,26.0,4.68,23.0,False,1
2015-03-01 00:00:00,1006,116.287451,39.987313,30.0,14.0,3.0,23.0,3.0,14.0,False,1
2015-03-01 00:00:00,1008,116.348991,39.954047,68.0,14.0,3.0,23.0,3.0,14.0,False,1
2015-03-01 00:00:00,1010,116.394009,39.876184,40.0,14.0,4.0,18.0,3.0,24.0,False,1
2015-03-01 00:00:00,1011,116.36781,39.855958,33.0,14.0,4.0,18.0,3.0,24.0,False,1
2015-03-01 00:00:00,1012,116.460742,39.937119,67.0,14.0,1.0,29.0,14.04,24.0,False,1
2015-03-01 00:00:00,1014,116.483746,39.939554,223.0,14.0,1.0,29.0,14.04,24.0,False,1
2015-03-01 00:00:00,1016,116.279082,39.86347,28.0,14.0,4.0,18.0,3.0,24.0,False,1
2015-03-01 00:00:00,1017,116.406155,39.718147,42.0,1.0,3.0,26.0,4.68,24.0,False,1
2015-03-01 00:00:00,1018,116.506319,39.794491,53.0,1.0,3.0,26.0,4.68,24.0,False,1
2015-03-01 00:00:00,1019,116.664162,39.885241,231.0,1.0,1.0,80.0,3.0,4.0,False,1
2015-03-01 00:00:00,1022,116.443448,39.920993,52.0,14.0,1.0,29.0,14.04,24.0,False,1
2015-03-01 00:00:00,1024,116.23,40.216999,32.0,1.0,3.0,18.0,8.5,2.0,False,1
2015-03-01 00:00:00,1026,117.099999,40.143,208.0,1.0,-2.0,90.0,3.96,13.0,False,1
2015-03-01 00:00:00,1027,116.628,40.328,158.0,1.0,2.2,83.0,6.84,13.0,False,1
2015-03-01 00:00:00,1028,116.831999,40.369999,221.0,1.0,-2.0,89.0,2.88,14.0,False,1
2015-03-01 00:00:00,1030,116.22,40.292,53.0,1.0,3.0,18.0,8.5,2.0,False,1
2015-03-01 00:00:00,1035,116.3,39.52,237.0,1.0,3.0,26.0,4.68,24.0,False,1
2015-03-01 00:00:00,1036,116.0,39.579999,274.0,1.0,2.0,26.0,4.68,23.0,False,1
2015-03-01 01:00:00,1003,116.184239,39.914409,14.0,14.0,2.75,23.25,7.125,24.0,False,2
2015-03-01 01:00:00,1005,116.136045,39.742767,22.0,1.0,1.0,31.75,4.68,23.0,False,2
2015-03-01 01:00:00,1006,116.287451,39.987313,18.0,14.0,2.1666666666666665,28.5,3.0,14.0,False,2
2015-03-01 01:00:00,1008,116.348991,39.954047,27.0,14.0,2.1666666666666665,28.5,3.0,14.0,False,2
2015-03-01 01:00:00,1010,116.394009,39.876184,29.0,14.0,2.75,24.75,3.0,24.0,False,2
2015-03-01 01:00:00,1011,116.36781,39.855958,28.0,14.0,2.75,24.75,3.0,24.0,False,2
2015-03-01 01:00:00,1012,116.460742,39.937119,115.0,14.0,1.0,28.666666666666668,12.0,24.0,False,2
2015-03-01 01:00:00,1014,116.483746,39.939554,238.0,14.0,1.0,28.666666666666668,12.0,24.0,False,2
2015-03-01 01:00:00,1016,116.279082,39.86347,21.0,14.0,2.75,24.75,3.0,24.0,False,2
2015-03-01 01:00:00,1017,116.406155,39.718147,23.0,1.0,1.5,36.0,3.6,24.0,False,2
2015-03-01 01:00:00,1018,116.506319,39.794491,43.0,1.0,1.5,36.0,3.6,24.0,False,2
2015-03-01 01:00:00,1019,116.664162,39.885241,196.0,1.0,1.25,67.75,3.0,4.0,False,2
2015-03-01 01:00:00,1022,116.443448,39.920993,115.0,14.0,1.0,28.666666666666668,12.0,24.0,False,2
2015-03-01 01:00:00,1024,116.23,40.216999,24.0,1.0,3.0,18.75,8.5,2.0,False,2
2015-03-01 01:00:00,1026,117.099999,40.143,216.0,1.0,-3.25,90.5,3.33,13.0,False,2
2015-03-01 01:00:00,1027,116.628,40.328,183.0,1.0,1.7999999999999998,84.0,6.12,13.0,False,2
2015-03-01 01:00:00,1028,116.831999,40.369999,213.0,1.0,-3.25,89.5,2.61,14.0,False,2
2015-03-01 01:00:00,1030,116.22,40.292,34.0,1.0,3.0,18.75,8.5,2.0,False,2
2015-03-01 01:00:00,1035,116.3,39.52,276.0,1.0,1.5,36.0,3.6,24.0,False,2
2015-03-01 01:00:00,1036,116.0,39.579999,311.0,1.0,1.0,31.75,4.68,23.0,False,2
2015-03-01 02:00:00,1003,116.184239,39.914409,15.0,14.0,1.5,29.5,5.75,24.0,False,3
2015-03-01 02:00:00,1005,116.136045,39.742767,19.0,1.0,0.0,37.5,4.68,23.0,False,3
2015-03-01 02:00:00,1006,116.287451,39.987313,15.0,14.0,1.3333333333333333,34.0,3.0,14.0,False,3
2015-03-01 02:00:00,1008,116.348991,39.954047,29.0,14.0,1.3333333333333333,34.0,3.0,14.0,False,3
2015-03-01 02:00:00,1010,116.394009,39.876184,32.0,14.0,1.5,31.5,3.0,24.0,False,3
2015-03-01 02:00:00,1011,116.36781,39.855958,22.0,14.0,1.5,31.5,3.0,24.0,False,3
2015-03-01 02:00:00,1012,116.460742,39.937119,69.0,14.0,1.0,28.33333333333333,9.96,24.0,False,3
2015-03-01 02:00:00,1014,116.483746,39.939554,181.0,14.0,1.0,28.33333333333333,9.96,24.0,False,3
2015-03-01 02:00:00,1016,116.279082,39.86347,12.0,14.0,1.5,31.5,3.0,24.0,False,3
2015-03-01 02:00:00,1017,116.406155,39.718147,19.0,1.0,0.0,46.0,2.52,13.0,False,3
2015-03-01 02:00:00,1018,116.506319,39.794491,26.0,1.0,0.0,46.0,2.52,13.0,False,3
2015-03-01 02:00:00,1019,116.664162,39.885241,144.0,1.0,1.5,55.5,3.0,4.0,False,3
